Sorgu,Label,Recete
"Maalesef puro tipi uzun gri lekeler nedeniyle bitkim çok sağlıksız görünüyor., ne yapmam gerekiyor?",Corn_(maize)___Northern_Leaf_Blight,Teşhis: Mısır Kuzey Yaprak Yanıklığı (Exserohilum turcicum). Kültürel Önlemler: Hastalıklı bitki artıklarını yok edin veya derine gömün. Dayanıklı hibrid tohumlar kullanın. Ekim nöbetine dikkat edin. Kimyasal Mücadele: Çiçeklenme öncesi veya ilk belirtilerle birlikte sistemik etkili mantar ilaçları tercih edilmelidir.
"Maalesef tarladaki yapraklarda büyük yaprak yanıklığı yayıldı., ne yapmam gerekiyor?",Corn_(maize)___Northern_Leaf_Blight,Teşhis: Mısır Kuzey Yaprak Yanıklığı (Exserohilum turcicum). Kültürel Önlemler: Hastalıklı bitki artıklarını yok edin veya derine gömün. Dayanıklı hibrid tohumlar kullanın. Ekim nöbetine dikkat edin. Kimyasal Mücadele: Çiçeklenme öncesi veya ilk belirtilerle birlikte sistemik etkili mantar ilaçları tercih edilmelidir.
Kontrol ettim ve puro tipi uzun gri lekeler sorunu mahsulü mahvetti. gördüm.,Corn_(maize)___Northern_Leaf_Blight,Teşhis: Mısır Kuzey Yaprak Yanıklığı (Exserohilum turcicum). Kültürel Önlemler: Hastalıklı bitki artıklarını yok edin veya derine gömün. Dayanıklı hibrid tohumlar kullanın. Ekim nöbetine dikkat edin. Kimyasal Mücadele: Çiçeklenme öncesi veya ilk belirtilerle birlikte sistemik etkili mantar ilaçları tercih edilmelidir.
Bitkimin ana sorunu büyük yaprak yanıklığı.,Corn_(maize)___Northern_Leaf_Blight,Teşhis: Mısır Kuzey Yaprak Yanıklığı (Exserohilum turcicum). Kültürel Önlemler: Hastalıklı bitki artıklarını yok edin veya derine gömün. Dayanıklı hibrid tohumlar kullanın. Ekim nöbetine dikkat edin. Kimyasal Mücadele: Çiçeklenme öncesi veya ilk belirtilerle birlikte sistemik etkili mantar ilaçları tercih edilmelidir.
Yapraklara baktığımda neden yapraklarda büyük yaprak yanıklığı oluşur? fark ediyorum.,Corn_(maize)___Northern_Leaf_Blight,Teşhis: Mısır Kuzey Yaprak Yanıklığı (Exserohilum turcicum). Kültürel Önlemler: Hastalıklı bitki artıklarını yok edin veya derine gömün. Dayanıklı hibrid tohumlar kullanın. Ekim nöbetine dikkat edin. Kimyasal Mücadele: Çiçeklenme öncesi veya ilk belirtilerle birlikte sistemik etkili mantar ilaçları tercih edilmelidir.
Neden yapraklarda büyük yaprak yanıklığı oluşur?,Corn_(maize)___Northern_Leaf_Blight,Teşhis: Mısır Kuzey Yaprak Yanıklığı (Exserohilum turcicum). Kültürel Önlemler: Hastalıklı bitki artıklarını yok edin veya derine gömün. Dayanıklı hibrid tohumlar kullanın. Ekim nöbetine dikkat edin. Kimyasal Mücadele: Çiçeklenme öncesi veya ilk belirtilerle birlikte sistemik etkili mantar ilaçları tercih edilmelidir.
"Çiftçi arkadaşlara sordum, geçen gün büyük yaprak yanıklığı şüphesiyle baktım, sanırım öyle. dediler.",Corn_(maize)___Northern_Leaf_Blight,Teşhis: Mısır Kuzey Yaprak Yanıklığı (Exserohilum turcicum). Kültürel Önlemler: Hastalıklı bitki artıklarını yok edin veya derine gömün. Dayanıklı hibrid tohumlar kullanın. Ekim nöbetine dikkat edin. Kimyasal Mücadele: Çiçeklenme öncesi veya ilk belirtilerle birlikte sistemik etkili mantar ilaçları tercih edilmelidir.
"Geçen gün büyük yaprak yanıklığı şüphesiyle baktım, sanırım öyle.",Corn_(maize)___Northern_Leaf_Blight,Teşhis: Mısır Kuzey Yaprak Yanıklığı (Exserohilum turcicum). Kültürel Önlemler: Hastalıklı bitki artıklarını yok edin veya derine gömün. Dayanıklı hibrid tohumlar kullanın. Ekim nöbetine dikkat edin. Kimyasal Mücadele: Çiçeklenme öncesi veya ilk belirtilerle birlikte sistemik etkili mantar ilaçları tercih edilmelidir.
"Yardımcı olur musunuz, puro tipi uzun gri lekeler nedeniyle bitkim çok sağlıksız görünüyor..",Corn_(maize)___Northern_Leaf_Blight,Teşhis: Mısır Kuzey Yaprak Yanıklığı (Exserohilum turcicum). Kültürel Önlemler: Hastalıklı bitki artıklarını yok edin veya derine gömün. Dayanıklı hibrid tohumlar kullanın. Ekim nöbetine dikkat edin. Kimyasal Mücadele: Çiçeklenme öncesi veya ilk belirtilerle birlikte sistemik etkili mantar ilaçları tercih edilmelidir.
"Bitkimin durumuna bakar mısın, büyük yaprak yanıklığı var gibi.",Corn_(maize)___Northern_Leaf_Blight,Teşhis: Mısır Kuzey Yaprak Yanıklığı (Exserohilum turcicum). Kültürel Önlemler: Hastalıklı bitki artıklarını yok edin veya derine gömün. Dayanıklı hibrid tohumlar kullanın. Ekim nöbetine dikkat edin. Kimyasal Mücadele: Çiçeklenme öncesi veya ilk belirtilerle birlikte sistemik etkili mantar ilaçları tercih edilmelidir.
Yapraklara baktığımda yaprağın her yerini puro tipi uzun gri lekeler kaplamış. fark ediyorum.,Corn_(maize)___Northern_Leaf_Blight,Teşhis: Mısır Kuzey Yaprak Yanıklığı (Exserohilum turcicum). Kültürel Önlemler: Hastalıklı bitki artıklarını yok edin veya derine gömün. Dayanıklı hibrid tohumlar kullanın. Ekim nöbetine dikkat edin. Kimyasal Mücadele: Çiçeklenme öncesi veya ilk belirtilerle birlikte sistemik etkili mantar ilaçları tercih edilmelidir.
Yaprağın her yerini puro tipi uzun gri lekeler kaplamış.,Corn_(maize)___Northern_Leaf_Blight,Teşhis: Mısır Kuzey Yaprak Yanıklığı (Exserohilum turcicum). Kültürel Önlemler: Hastalıklı bitki artıklarını yok edin veya derine gömün. Dayanıklı hibrid tohumlar kullanın. Ekim nöbetine dikkat edin. Kimyasal Mücadele: Çiçeklenme öncesi veya ilk belirtilerle birlikte sistemik etkili mantar ilaçları tercih edilmelidir.
Bitki yapraklarının üzerinde mekik şeklinde lekeler görüyorum.,Corn_(maize)___Northern_Leaf_Blight,Teşhis: Mısır Kuzey Yaprak Yanıklığı (Exserohilum turcicum). Kültürel Önlemler: Hastalıklı bitki artıklarını yok edin veya derine gömün. Dayanıklı hibrid tohumlar kullanın. Ekim nöbetine dikkat edin. Kimyasal Mücadele: Çiçeklenme öncesi veya ilk belirtilerle birlikte sistemik etkili mantar ilaçları tercih edilmelidir.
Büyük yaprak yanıklığı olan bitkiyi kurtarabilir miyim?,Corn_(maize)___Northern_Leaf_Blight,Teşhis: Mısır Kuzey Yaprak Yanıklığı (Exserohilum turcicum). Kültürel Önlemler: Hastalıklı bitki artıklarını yok edin veya derine gömün. Dayanıklı hibrid tohumlar kullanın. Ekim nöbetine dikkat edin. Kimyasal Mücadele: Çiçeklenme öncesi veya ilk belirtilerle birlikte sistemik etkili mantar ilaçları tercih edilmelidir.
Bitki yapraklarının üzerinde mekik şeklinde lekeler görüyorum.,Corn_(maize)___Northern_Leaf_Blight,Teşhis: Mısır Kuzey Yaprak Yanıklığı (Exserohilum turcicum). Kültürel Önlemler: Hastalıklı bitki artıklarını yok edin veya derine gömün. Dayanıklı hibrid tohumlar kullanın. Ekim nöbetine dikkat edin. Kimyasal Mücadele: Çiçeklenme öncesi veya ilk belirtilerle birlikte sistemik etkili mantar ilaçları tercih edilmelidir.
Kontrol ettim ve yaprağın her yerini puro tipi uzun gri lekeler kaplamış. gördüm.,Corn_(maize)___Northern_Leaf_Blight,Teşhis: Mısır Kuzey Yaprak Yanıklığı (Exserohilum turcicum). Kültürel Önlemler: Hastalıklı bitki artıklarını yok edin veya derine gömün. Dayanıklı hibrid tohumlar kullanın. Ekim nöbetine dikkat edin. Kimyasal Mücadele: Çiçeklenme öncesi veya ilk belirtilerle birlikte sistemik etkili mantar ilaçları tercih edilmelidir.
"Çiftçi arkadaşlara sordum, puro tipi uzun gri lekeler sorunu mahsulü mahvetti. dediler.",Corn_(maize)___Northern_Leaf_Blight,Teşhis: Mısır Kuzey Yaprak Yanıklığı (Exserohilum turcicum). Kültürel Önlemler: Hastalıklı bitki artıklarını yok edin veya derine gömün. Dayanıklı hibrid tohumlar kullanın. Ekim nöbetine dikkat edin. Kimyasal Mücadele: Çiçeklenme öncesi veya ilk belirtilerle birlikte sistemik etkili mantar ilaçları tercih edilmelidir.
Tarladaki yapraklarda büyük yaprak yanıklığı yayıldı.,Corn_(maize)___Northern_Leaf_Blight,Teşhis: Mısır Kuzey Yaprak Yanıklığı (Exserohilum turcicum). Kültürel Önlemler: Hastalıklı bitki artıklarını yok edin veya derine gömün. Dayanıklı hibrid tohumlar kullanın. Ekim nöbetine dikkat edin. Kimyasal Mücadele: Çiçeklenme öncesi veya ilk belirtilerle birlikte sistemik etkili mantar ilaçları tercih edilmelidir.
Kontrol ettim ve büyük yaprak yanıklığı olan bitkiyi kurtarabilir miyim? gördüm.,Corn_(maize)___Northern_Leaf_Blight,Teşhis: Mısır Kuzey Yaprak Yanıklığı (Exserohilum turcicum). Kültürel Önlemler: Hastalıklı bitki artıklarını yok edin veya derine gömün. Dayanıklı hibrid tohumlar kullanın. Ekim nöbetine dikkat edin. Kimyasal Mücadele: Çiçeklenme öncesi veya ilk belirtilerle birlikte sistemik etkili mantar ilaçları tercih edilmelidir.
Neden yapraklarda büyük yaprak yanıklığı oluşur?,Corn_(maize)___Northern_Leaf_Blight,Teşhis: Mısır Kuzey Yaprak Yanıklığı (Exserohilum turcicum). Kültürel Önlemler: Hastalıklı bitki artıklarını yok edin veya derine gömün. Dayanıklı hibrid tohumlar kullanın. Ekim nöbetine dikkat edin. Kimyasal Mücadele: Çiçeklenme öncesi veya ilk belirtilerle birlikte sistemik etkili mantar ilaçları tercih edilmelidir.
"Çiftçi arkadaşlara sordum, büyük yaprak yanıklığı olan bitkiyi kurtarabilir miyim? dediler.",Corn_(maize)___Northern_Leaf_Blight,Teşhis: Mısır Kuzey Yaprak Yanıklığı (Exserohilum turcicum). Kültürel Önlemler: Hastalıklı bitki artıklarını yok edin veya derine gömün. Dayanıklı hibrid tohumlar kullanın. Ekim nöbetine dikkat edin. Kimyasal Mücadele: Çiçeklenme öncesi veya ilk belirtilerle birlikte sistemik etkili mantar ilaçları tercih edilmelidir.
Acil yardım! bitkide puro tipi uzun gri lekeler var.,Corn_(maize)___Northern_Leaf_Blight,Teşhis: Mısır Kuzey Yaprak Yanıklığı (Exserohilum turcicum). Kültürel Önlemler: Hastalıklı bitki artıklarını yok edin veya derine gömün. Dayanıklı hibrid tohumlar kullanın. Ekim nöbetine dikkat edin. Kimyasal Mücadele: Çiçeklenme öncesi veya ilk belirtilerle birlikte sistemik etkili mantar ilaçları tercih edilmelidir.
"Acil teşhis lazım: bahçedeki bitkide büyük yaprak yanıklığı oluştu, teşhis nedir?.",Corn_(maize)___Northern_Leaf_Blight,Teşhis: Mısır Kuzey Yaprak Yanıklığı (Exserohilum turcicum). Kültürel Önlemler: Hastalıklı bitki artıklarını yok edin veya derine gömün. Dayanıklı hibrid tohumlar kullanın. Ekim nöbetine dikkat edin. Kimyasal Mücadele: Çiçeklenme öncesi veya ilk belirtilerle birlikte sistemik etkili mantar ilaçları tercih edilmelidir.
Hocam büyük yaprak yanıklığı için hangi ilacı kullanmalıyım?,Corn_(maize)___Northern_Leaf_Blight,Teşhis: Mısır Kuzey Yaprak Yanıklığı (Exserohilum turcicum). Kültürel Önlemler: Hastalıklı bitki artıklarını yok edin veya derine gömün. Dayanıklı hibrid tohumlar kullanın. Ekim nöbetine dikkat edin. Kimyasal Mücadele: Çiçeklenme öncesi veya ilk belirtilerle birlikte sistemik etkili mantar ilaçları tercih edilmelidir.
"Yardımcı olur musunuz, acil yardım! bitkide puro tipi uzun gri lekeler var..",Corn_(maize)___Northern_Leaf_Blight,Teşhis: Mısır Kuzey Yaprak Yanıklığı (Exserohilum turcicum). Kültürel Önlemler: Hastalıklı bitki artıklarını yok edin veya derine gömün. Dayanıklı hibrid tohumlar kullanın. Ekim nöbetine dikkat edin. Kimyasal Mücadele: Çiçeklenme öncesi veya ilk belirtilerle birlikte sistemik etkili mantar ilaçları tercih edilmelidir.
Büyük yaprak yanıklığı olan bitkiyi kurtarabilir miyim?,Corn_(maize)___Northern_Leaf_Blight,Teşhis: Mısır Kuzey Yaprak Yanıklığı (Exserohilum turcicum). Kültürel Önlemler: Hastalıklı bitki artıklarını yok edin veya derine gömün. Dayanıklı hibrid tohumlar kullanın. Ekim nöbetine dikkat edin. Kimyasal Mücadele: Çiçeklenme öncesi veya ilk belirtilerle birlikte sistemik etkili mantar ilaçları tercih edilmelidir.
"Bahçedeki bitkide büyük yaprak yanıklığı oluştu, teşhis nedir?",Corn_(maize)___Northern_Leaf_Blight,Teşhis: Mısır Kuzey Yaprak Yanıklığı (Exserohilum turcicum). Kültürel Önlemler: Hastalıklı bitki artıklarını yok edin veya derine gömün. Dayanıklı hibrid tohumlar kullanın. Ekim nöbetine dikkat edin. Kimyasal Mücadele: Çiçeklenme öncesi veya ilk belirtilerle birlikte sistemik etkili mantar ilaçları tercih edilmelidir.
"Yapraklarda büyük yaprak yanıklığı var, ne yapabilirim?",Corn_(maize)___Northern_Leaf_Blight,Teşhis: Mısır Kuzey Yaprak Yanıklığı (Exserohilum turcicum). Kültürel Önlemler: Hastalıklı bitki artıklarını yok edin veya derine gömün. Dayanıklı hibrid tohumlar kullanın. Ekim nöbetine dikkat edin. Kimyasal Mücadele: Çiçeklenme öncesi veya ilk belirtilerle birlikte sistemik etkili mantar ilaçları tercih edilmelidir.
"Yapraklara baktığımda yapraklarda büyük yaprak yanıklığı var, ne yapabilirim? fark ediyorum.",Corn_(maize)___Northern_Leaf_Blight,Teşhis: Mısır Kuzey Yaprak Yanıklığı (Exserohilum turcicum). Kültürel Önlemler: Hastalıklı bitki artıklarını yok edin veya derine gömün. Dayanıklı hibrid tohumlar kullanın. Ekim nöbetine dikkat edin. Kimyasal Mücadele: Çiçeklenme öncesi veya ilk belirtilerle birlikte sistemik etkili mantar ilaçları tercih edilmelidir.
"Yardımcı olur musunuz, bitkimin durumuna bakar mısın, büyük yaprak yanıklığı var gibi..",Corn_(maize)___Northern_Leaf_Blight,Teşhis: Mısır Kuzey Yaprak Yanıklığı (Exserohilum turcicum). Kültürel Önlemler: Hastalıklı bitki artıklarını yok edin veya derine gömün. Dayanıklı hibrid tohumlar kullanın. Ekim nöbetine dikkat edin. Kimyasal Mücadele: Çiçeklenme öncesi veya ilk belirtilerle birlikte sistemik etkili mantar ilaçları tercih edilmelidir.
Yaprağın her yerini puro tipi uzun gri lekeler kaplamış.,Corn_(maize)___Northern_Leaf_Blight,Teşhis: Mısır Kuzey Yaprak Yanıklığı (Exserohilum turcicum). Kültürel Önlemler: Hastalıklı bitki artıklarını yok edin veya derine gömün. Dayanıklı hibrid tohumlar kullanın. Ekim nöbetine dikkat edin. Kimyasal Mücadele: Çiçeklenme öncesi veya ilk belirtilerle birlikte sistemik etkili mantar ilaçları tercih edilmelidir.
"Bahçedeki bitkide büyük yaprak yanıklığı oluştu, teşhis nedir?",Corn_(maize)___Northern_Leaf_Blight,Teşhis: Mısır Kuzey Yaprak Yanıklığı (Exserohilum turcicum). Kültürel Önlemler: Hastalıklı bitki artıklarını yok edin veya derine gömün. Dayanıklı hibrid tohumlar kullanın. Ekim nöbetine dikkat edin. Kimyasal Mücadele: Çiçeklenme öncesi veya ilk belirtilerle birlikte sistemik etkili mantar ilaçları tercih edilmelidir.
Neden yapraklarda büyük yaprak yanıklığı oluşur?,Corn_(maize)___Northern_Leaf_Blight,Teşhis: Mısır Kuzey Yaprak Yanıklığı (Exserohilum turcicum). Kültürel Önlemler: Hastalıklı bitki artıklarını yok edin veya derine gömün. Dayanıklı hibrid tohumlar kullanın. Ekim nöbetine dikkat edin. Kimyasal Mücadele: Çiçeklenme öncesi veya ilk belirtilerle birlikte sistemik etkili mantar ilaçları tercih edilmelidir.
Acil teşhis lazım: büyük yaprak yanıklığı olan bitkiyi kurtarabilir miyim?.,Corn_(maize)___Northern_Leaf_Blight,Teşhis: Mısır Kuzey Yaprak Yanıklığı (Exserohilum turcicum). Kültürel Önlemler: Hastalıklı bitki artıklarını yok edin veya derine gömün. Dayanıklı hibrid tohumlar kullanın. Ekim nöbetine dikkat edin. Kimyasal Mücadele: Çiçeklenme öncesi veya ilk belirtilerle birlikte sistemik etkili mantar ilaçları tercih edilmelidir.
"Sanırım bitkimde bir sorun var: bahçedeki bitkide büyük yaprak yanıklığı oluştu, teşhis nedir?.",Corn_(maize)___Northern_Leaf_Blight,Teşhis: Mısır Kuzey Yaprak Yanıklığı (Exserohilum turcicum). Kültürel Önlemler: Hastalıklı bitki artıklarını yok edin veya derine gömün. Dayanıklı hibrid tohumlar kullanın. Ekim nöbetine dikkat edin. Kimyasal Mücadele: Çiçeklenme öncesi veya ilk belirtilerle birlikte sistemik etkili mantar ilaçları tercih edilmelidir.
Mekik şeklinde lekeler domateslerimi sarmaya başladı.,Corn_(maize)___Northern_Leaf_Blight,Teşhis: Mısır Kuzey Yaprak Yanıklığı (Exserohilum turcicum). Kültürel Önlemler: Hastalıklı bitki artıklarını yok edin veya derine gömün. Dayanıklı hibrid tohumlar kullanın. Ekim nöbetine dikkat edin. Kimyasal Mücadele: Çiçeklenme öncesi veya ilk belirtilerle birlikte sistemik etkili mantar ilaçları tercih edilmelidir.
"Kontrol ettim ve bahçedeki bitkide büyük yaprak yanıklığı oluştu, teşhis nedir? gördüm.",Corn_(maize)___Northern_Leaf_Blight,Teşhis: Mısır Kuzey Yaprak Yanıklığı (Exserohilum turcicum). Kültürel Önlemler: Hastalıklı bitki artıklarını yok edin veya derine gömün. Dayanıklı hibrid tohumlar kullanın. Ekim nöbetine dikkat edin. Kimyasal Mücadele: Çiçeklenme öncesi veya ilk belirtilerle birlikte sistemik etkili mantar ilaçları tercih edilmelidir.
Puro tipi uzun gri lekeler nedeniyle bitkim çok sağlıksız görünüyor.,Corn_(maize)___Northern_Leaf_Blight,Teşhis: Mısır Kuzey Yaprak Yanıklığı (Exserohilum turcicum). Kültürel Önlemler: Hastalıklı bitki artıklarını yok edin veya derine gömün. Dayanıklı hibrid tohumlar kullanın. Ekim nöbetine dikkat edin. Kimyasal Mücadele: Çiçeklenme öncesi veya ilk belirtilerle birlikte sistemik etkili mantar ilaçları tercih edilmelidir.
"Yapraklarda büyük yaprak yanıklığı var, ne yapabilirim?",Corn_(maize)___Northern_Leaf_Blight,Teşhis: Mısır Kuzey Yaprak Yanıklığı (Exserohilum turcicum). Kültürel Önlemler: Hastalıklı bitki artıklarını yok edin veya derine gömün. Dayanıklı hibrid tohumlar kullanın. Ekim nöbetine dikkat edin. Kimyasal Mücadele: Çiçeklenme öncesi veya ilk belirtilerle birlikte sistemik etkili mantar ilaçları tercih edilmelidir.
Acil teşhis lazım: yaprağın her yerini puro tipi uzun gri lekeler kaplamış..,Corn_(maize)___Northern_Leaf_Blight,Teşhis: Mısır Kuzey Yaprak Yanıklığı (Exserohilum turcicum). Kültürel Önlemler: Hastalıklı bitki artıklarını yok edin veya derine gömün. Dayanıklı hibrid tohumlar kullanın. Ekim nöbetine dikkat edin. Kimyasal Mücadele: Çiçeklenme öncesi veya ilk belirtilerle birlikte sistemik etkili mantar ilaçları tercih edilmelidir.
"Bitkimin durumuna bakar mısın, büyük yaprak yanıklığı var gibi.",Corn_(maize)___Northern_Leaf_Blight,Teşhis: Mısır Kuzey Yaprak Yanıklığı (Exserohilum turcicum). Kültürel Önlemler: Hastalıklı bitki artıklarını yok edin veya derine gömün. Dayanıklı hibrid tohumlar kullanın. Ekim nöbetine dikkat edin. Kimyasal Mücadele: Çiçeklenme öncesi veya ilk belirtilerle birlikte sistemik etkili mantar ilaçları tercih edilmelidir.
Hocam büyük yaprak yanıklığı için hangi ilacı kullanmalıyım?,Corn_(maize)___Northern_Leaf_Blight,Teşhis: Mısır Kuzey Yaprak Yanıklığı (Exserohilum turcicum). Kültürel Önlemler: Hastalıklı bitki artıklarını yok edin veya derine gömün. Dayanıklı hibrid tohumlar kullanın. Ekim nöbetine dikkat edin. Kimyasal Mücadele: Çiçeklenme öncesi veya ilk belirtilerle birlikte sistemik etkili mantar ilaçları tercih edilmelidir.
Yapraklara baktığımda yaprağın her yerini puro tipi uzun gri lekeler kaplamış. fark ediyorum.,Corn_(maize)___Northern_Leaf_Blight,Teşhis: Mısır Kuzey Yaprak Yanıklığı (Exserohilum turcicum). Kültürel Önlemler: Hastalıklı bitki artıklarını yok edin veya derine gömün. Dayanıklı hibrid tohumlar kullanın. Ekim nöbetine dikkat edin. Kimyasal Mücadele: Çiçeklenme öncesi veya ilk belirtilerle birlikte sistemik etkili mantar ilaçları tercih edilmelidir.
Puro tipi uzun gri lekeler nedeniyle bitkim çok sağlıksız görünüyor.,Corn_(maize)___Northern_Leaf_Blight,Teşhis: Mısır Kuzey Yaprak Yanıklığı (Exserohilum turcicum). Kültürel Önlemler: Hastalıklı bitki artıklarını yok edin veya derine gömün. Dayanıklı hibrid tohumlar kullanın. Ekim nöbetine dikkat edin. Kimyasal Mücadele: Çiçeklenme öncesi veya ilk belirtilerle birlikte sistemik etkili mantar ilaçları tercih edilmelidir.
"Çiftçi arkadaşlara sordum, neden yapraklarda büyük yaprak yanıklığı oluşur? dediler.",Corn_(maize)___Northern_Leaf_Blight,Teşhis: Mısır Kuzey Yaprak Yanıklığı (Exserohilum turcicum). Kültürel Önlemler: Hastalıklı bitki artıklarını yok edin veya derine gömün. Dayanıklı hibrid tohumlar kullanın. Ekim nöbetine dikkat edin. Kimyasal Mücadele: Çiçeklenme öncesi veya ilk belirtilerle birlikte sistemik etkili mantar ilaçları tercih edilmelidir.
Bitkimin ana sorunu büyük yaprak yanıklığı.,Corn_(maize)___Northern_Leaf_Blight,Teşhis: Mısır Kuzey Yaprak Yanıklığı (Exserohilum turcicum). Kültürel Önlemler: Hastalıklı bitki artıklarını yok edin veya derine gömün. Dayanıklı hibrid tohumlar kullanın. Ekim nöbetine dikkat edin. Kimyasal Mücadele: Çiçeklenme öncesi veya ilk belirtilerle birlikte sistemik etkili mantar ilaçları tercih edilmelidir.
Puro tipi uzun gri lekeler sorunu mahsulü mahvetti.,Corn_(maize)___Northern_Leaf_Blight,Teşhis: Mısır Kuzey Yaprak Yanıklığı (Exserohilum turcicum). Kültürel Önlemler: Hastalıklı bitki artıklarını yok edin veya derine gömün. Dayanıklı hibrid tohumlar kullanın. Ekim nöbetine dikkat edin. Kimyasal Mücadele: Çiçeklenme öncesi veya ilk belirtilerle birlikte sistemik etkili mantar ilaçları tercih edilmelidir.
Kontrol ettim ve tarladaki yapraklarda büyük yaprak yanıklığı yayıldı. gördüm.,Corn_(maize)___Northern_Leaf_Blight,Teşhis: Mısır Kuzey Yaprak Yanıklığı (Exserohilum turcicum). Kültürel Önlemler: Hastalıklı bitki artıklarını yok edin veya derine gömün. Dayanıklı hibrid tohumlar kullanın. Ekim nöbetine dikkat edin. Kimyasal Mücadele: Çiçeklenme öncesi veya ilk belirtilerle birlikte sistemik etkili mantar ilaçları tercih edilmelidir.
Tarladaki yapraklarda büyük yaprak yanıklığı yayıldı.,Corn_(maize)___Northern_Leaf_Blight,Teşhis: Mısır Kuzey Yaprak Yanıklığı (Exserohilum turcicum). Kültürel Önlemler: Hastalıklı bitki artıklarını yok edin veya derine gömün. Dayanıklı hibrid tohumlar kullanın. Ekim nöbetine dikkat edin. Kimyasal Mücadele: Çiçeklenme öncesi veya ilk belirtilerle birlikte sistemik etkili mantar ilaçları tercih edilmelidir.
Puro tipi uzun gri lekeler nedeniyle bitkim çok sağlıksız görünüyor.,Corn_(maize)___Northern_Leaf_Blight,Teşhis: Mısır Kuzey Yaprak Yanıklığı (Exserohilum turcicum). Kültürel Önlemler: Hastalıklı bitki artıklarını yok edin veya derine gömün. Dayanıklı hibrid tohumlar kullanın. Ekim nöbetine dikkat edin. Kimyasal Mücadele: Çiçeklenme öncesi veya ilk belirtilerle birlikte sistemik etkili mantar ilaçları tercih edilmelidir.
"Yardımcı olur musunuz, bitkimde puro tipi uzun gri lekeler fark ettim..",Corn_(maize)___Northern_Leaf_Blight,Teşhis: Mısır Kuzey Yaprak Yanıklığı (Exserohilum turcicum). Kültürel Önlemler: Hastalıklı bitki artıklarını yok edin veya derine gömün. Dayanıklı hibrid tohumlar kullanın. Ekim nöbetine dikkat edin. Kimyasal Mücadele: Çiçeklenme öncesi veya ilk belirtilerle birlikte sistemik etkili mantar ilaçları tercih edilmelidir.
"Maalesef geçen gün büyük yaprak yanıklığı şüphesiyle baktım, sanırım öyle., ne yapmam gerekiyor?",Corn_(maize)___Northern_Leaf_Blight,Teşhis: Mısır Kuzey Yaprak Yanıklığı (Exserohilum turcicum). Kültürel Önlemler: Hastalıklı bitki artıklarını yok edin veya derine gömün. Dayanıklı hibrid tohumlar kullanın. Ekim nöbetine dikkat edin. Kimyasal Mücadele: Çiçeklenme öncesi veya ilk belirtilerle birlikte sistemik etkili mantar ilaçları tercih edilmelidir.
Yapraklara baktığımda bitkimde puro tipi uzun gri lekeler fark ettim. fark ediyorum.,Corn_(maize)___Northern_Leaf_Blight,Teşhis: Mısır Kuzey Yaprak Yanıklığı (Exserohilum turcicum). Kültürel Önlemler: Hastalıklı bitki artıklarını yok edin veya derine gömün. Dayanıklı hibrid tohumlar kullanın. Ekim nöbetine dikkat edin. Kimyasal Mücadele: Çiçeklenme öncesi veya ilk belirtilerle birlikte sistemik etkili mantar ilaçları tercih edilmelidir.
Tarladaki yapraklarda büyük yaprak yanıklığı yayıldı.,Corn_(maize)___Northern_Leaf_Blight,Teşhis: Mısır Kuzey Yaprak Yanıklığı (Exserohilum turcicum). Kültürel Önlemler: Hastalıklı bitki artıklarını yok edin veya derine gömün. Dayanıklı hibrid tohumlar kullanın. Ekim nöbetine dikkat edin. Kimyasal Mücadele: Çiçeklenme öncesi veya ilk belirtilerle birlikte sistemik etkili mantar ilaçları tercih edilmelidir.
Yaprağın her yerini yeşil ve canlı yapraklar kaplamış.,Corn_(maize)___healthy,"Teşhis: Sağlıklı Mısır. Öneri: Bitkiniz tamamen sağlıklı görünmektedir. Mevcut sulama, çapalama ve gübreleme programınıza devam edin. Yaprak gelişimini ve koçan bağlama dönemini düzenli olarak izleyin."
"Sanırım bitkimde bir sorun var: bitkimin durumuna bakar mısın, sağlıklı mısır var gibi..",Corn_(maize)___healthy,"Teşhis: Sağlıklı Mısır. Öneri: Bitkiniz tamamen sağlıklı görünmektedir. Mevcut sulama, çapalama ve gübreleme programınıza devam edin. Yaprak gelişimini ve koçan bağlama dönemini düzenli olarak izleyin."
Yeni çıkan yapraklarda sağlıklı mısır görüyorum.,Corn_(maize)___healthy,"Teşhis: Sağlıklı Mısır. Öneri: Bitkiniz tamamen sağlıklı görünmektedir. Mevcut sulama, çapalama ve gübreleme programınıza devam edin. Yaprak gelişimini ve koçan bağlama dönemini düzenli olarak izleyin."
Tarladaki yapraklarda sağlıklı mısır yayıldı.,Corn_(maize)___healthy,"Teşhis: Sağlıklı Mısır. Öneri: Bitkiniz tamamen sağlıklı görünmektedir. Mevcut sulama, çapalama ve gübreleme programınıza devam edin. Yaprak gelişimini ve koçan bağlama dönemini düzenli olarak izleyin."
"Çiftçi arkadaşlara sordum, yapraklarda sağlıklı mısır var, ne yapabilirim? dediler.",Corn_(maize)___healthy,"Teşhis: Sağlıklı Mısır. Öneri: Bitkiniz tamamen sağlıklı görünmektedir. Mevcut sulama, çapalama ve gübreleme programınıza devam edin. Yaprak gelişimini ve koçan bağlama dönemini düzenli olarak izleyin."
